problems_url,problems_number,problems_title,problems_info_publish,problems_info_solved,problems_info_difficulty,problems_content_text,problems_content_html,problems_content_images_name,problems_content_images_url,problems_content_files_name,problems_content_files_url
https://projecteuler.net/problem=495,495,Writing n as the product of k distinct positive integers,"Saturday, 27th December 2014, 10:00 pm",153,100,"Let W(n,k) be the number of ways in which n can be written as the product of k distinct positive integers.
For example, W(144,4) = 7. There are 7 ways in which 144 can be written as a product of 4 distinct positive integers:
144 = 1×2×4×18
144 = 1×2×8×9
144 = 1×2×3×24
144 = 1×2×6×12
144 = 1×3×4×12
144 = 1×3×6×8
144 = 2×3×4×6
Note that permutations of the integers themselves are not considered distinct.
Furthermore, W(100!,10) modulo 1 000 000 007 = 287549200.
Find W(10000!,30) modulo 1 000 000 007.","<p>Let <var>W</var>(<var>n</var>,<var>k</var>) be the number of ways in which <var>n</var> can be written as the product of <var>k</var> distinct positive integers.</p><p>For example, <var>W</var>(144,4) = 7. There are 7 ways in which 144 can be written as a product of 4 distinct positive integers:</p><p></p><ul><li>144 = 1×2×4×18</li><li>144 = 1×2×8×9</li><li>144 = 1×2×3×24</li><li>144 = 1×2×6×12</li><li>144 = 1×3×4×12</li><li>144 = 1×3×6×8</li><li>144 = 2×3×4×6</li></ul><p>Note that permutations of the integers themselves are not considered distinct.</p><p>Furthermore, <var>W</var>(100!,10) modulo 1&nbsp;000&nbsp;000&nbsp;007 = 287549200.</p><p>Find <var>W</var>(10000!,30) modulo 1&nbsp;000&nbsp;000&nbsp;007.</p>",,,,
https://projecteuler.net/problem=496,496,Incenter and circumcenter of triangle,"Sunday, 4th January 2015, 01:00 am",208,50,"Given an integer sided triangle ABC:
Let I be the incenter of ABC.
Let D be the intersection between the line AI and the circumcircle of ABC (A ≠ D).
We define F(L) as the sum of BC for the triangles ABC that satisfy AC = DI and BC ≤ L.
For example, F(15) = 45 because the triangles ABC with (BC,AC,AB) = (6,4,5), (12,8,10), (12,9,7), (15,9,16) satisfy the conditions.
Find F(109).","<p>Given an integer sided triangle ABC:<br>Let I be the incenter of ABC.<br>Let D be the intersection between the line AI and the circumcircle of ABC (A ≠ D).</p><p>We define F(<var>L</var>) as the sum of BC for the triangles ABC that satisfy AC = DI and BC ≤ <var>L</var>.</p><p>For example, F(15) = 45 because the triangles ABC with (BC,AC,AB) = (6,4,5), (12,8,10), (12,9,7), (15,9,16) satisfy the conditions.</p><p>Find F(10<sup>9</sup>).</p>",,,,
https://projecteuler.net/problem=497,497,Drunken Tower of Hanoi,"Sunday, 11th January 2015, 04:00 am",344,40,"Bob is very familiar with the famous mathematical puzzle/game, ""Tower of Hanoi,"" which consists of three upright rods and disks of different sizes that can slide onto any of the rods. The game begins with a stack of n disks placed on the leftmost rod in descending order by size. The objective of the game is to move all of the disks from the leftmost rod to the rightmost rod, given the following restrictions:
Only one disk can be moved at a time.
A valid move consists of taking the top disk from one stack and placing it onto another stack (or an empty rod).
No disk can be placed on top of a smaller disk.
Moving on to a variant of this game, consider a long room k units (square tiles) wide, labeled from 1 to k in ascending order. Three rods are placed at squares a, b, and c, and a stack of n disks is placed on the rod at square a.
Bob begins the game standing at square b. His objective is to play the Tower of Hanoi game by moving all of the disks to the rod at square c. However, Bob can only pick up or set down a disk if he is on the same square as the rod / stack in question.
Unfortunately, Bob is also drunk. On a given move, Bob will either stumble one square to the left or one square to the right with equal probability, unless Bob is at either end of the room, in which case he can only move in one direction. Despite Bob's inebriated state, he is still capable of following the rules of the game itself, as well as choosing when to pick up or put down a disk.
The following animation depicts a side-view of a sample game for n = 3, k = 7, a = 2, b = 4, and c = 6:
Let E(n,k,a,b,c) be the expected number of squares that Bob travels during a single optimally-played game. A game is played optimally if the number of disk-pickups is minimized.
Interestingly enough, the result is always an integer. For example, E(2,5,1,3,5) = 60 and E(3,20,4,9,17) = 2358.
Find the last nine digits of ∑1≤n≤10000 E(n,10n,3n,6n,9n).","<p>Bob is very familiar with the famous mathematical puzzle/game, ""Tower of Hanoi,"" which consists of three upright rods and disks of different sizes that can slide onto any of the rods. The game begins with a stack of <var>n</var> disks placed on the leftmost rod in descending order by size. The objective of the game is to move all of the disks from the leftmost rod to the rightmost rod, given the following restrictions:</p><ol><li>Only one disk can be moved at a time.</li><li>A valid move consists of taking the top disk from one stack and placing it onto another stack (or an empty rod).</li><li>No disk can be placed on top of a smaller disk.</li></ol><p>Moving on to a variant of this game, consider a long room <var>k</var> units (square tiles) wide, labeled from 1 to <var>k</var> in ascending order. Three rods are placed at squares <var>a</var>, <var>b</var>, and <var>c</var>, and a stack of <var>n</var> disks is placed on the rod at square <var>a</var>.</p><p>Bob begins the game standing at square <var>b</var>. His objective is to play the Tower of Hanoi game by moving all of the disks to the rod at square <var>c</var>. However, Bob can only pick up or set down a disk if he is on the same square as the rod / stack in question.</p><p>Unfortunately, Bob is also drunk. On a given move, Bob will either stumble one square to the left or one square to the right with equal probability, unless Bob is at either end of the room, in which case he can only move in one direction. Despite Bob's inebriated state, he is still capable of following the rules of the game itself, as well as choosing when to pick up or put down a disk.</p><p>The following animation depicts a side-view of a sample game for <var>n</var> = 3, <var>k</var> = 7, <var>a</var> = 2, <var>b</var> = 4, and <var>c</var> = 6:</p><p align=""center""><img src=""project/images/p497_hanoi.gif"" alt=""p497_hanoi.gif""></p><p>Let E(<var>n</var>,<var>k</var>,<var>a</var>,<var>b</var>,<var>c</var>) be the expected number of squares that Bob travels during a single optimally-played game. A game is played optimally if the number of disk-pickups is minimized.</p><p>Interestingly enough, the result is always an integer. For example, E(2,5,1,3,5) = 60 and E(3,20,4,9,17) = 2358.</p><p>Find the last nine digits of ∑<sub>1≤<var>n</var>≤10000</sub> E(<var>n</var>,10<sup><var>n</var></sup>,3<sup><var>n</var></sup>,6<sup><var>n</var></sup>,9<sup><var>n</var></sup>).</p>",p497_hanoi.gif,https://projecteuler.net/project/images/p497_hanoi.gif,,
https://projecteuler.net/problem=498,498,Remainder of polynomial division,"Sunday, 18th January 2015, 07:00 am",338,40,"For positive integers n and m, we define two polynomials Fn(x) = xn and Gm(x) = (x-1)m.
We also define a polynomial Rn,m(x) as the remainder of the division of Fn(x) by Gm(x).
For example, R6,3(x) = 15x2 - 24x + 10.
Let C(n, m, d) be the absolute value of the coefficient of the d-th degree term of Rn,m(x).
We can verify that C(6, 3, 1) = 24 and C(100, 10, 4) = 227197811615775.
Find C(1013, 1012, 104) mod 999999937.","<p>For positive integers <var>n</var> and <var>m</var>, we define two polynomials F<sub><var>n</var></sub>(<var>x</var>) = <var>x</var><sup><var>n</var></sup> and G<sub><var>m</var></sub>(<var>x</var>) = (<var>x</var>-1)<sup><var>m</var></sup>.<br>We also define a polynomial R<sub><var>n</var>,<var>m</var></sub>(<var>x</var>) as the remainder of the division of F<sub><var>n</var></sub>(<var>x</var>) by G<sub><var>m</var></sub>(<var>x</var>).<br>For example, R<sub>6,3</sub>(<var>x</var>) = 15<var>x</var><sup>2</sup> - 24<var>x</var> + 10.</p><p>Let C(<var>n</var>, <var>m</var>, <var>d</var>) be the absolute value of the coefficient of the <var>d</var>-th degree term of R<sub><var>n</var>,<var>m</var></sub>(<var>x</var>).<br>We can verify that C(6, 3, 1) = 24 and C(100, 10, 4) = 227197811615775.</p><p>Find C(10<sup>13</sup>, 10<sup>12</sup>, 10<sup>4</sup>) mod 999999937.</p>",,,,
https://projecteuler.net/problem=499,499,St. Petersburg Lottery,"Sunday, 25th January 2015, 10:00 am",228,100,"A gambler decides to participate in a special lottery. In this lottery the gambler plays a series of one or more games.
Each game costs m pounds to play and starts with an initial pot of 1 pound. The gambler flips an unbiased coin. Every time a head appears, the pot is doubled and the gambler continues. When a tail appears, the game ends and the gambler collects the current value of the pot. The gambler is certain to win at least 1 pound, the starting value of the pot, at the cost of m pounds, the initial fee.
The gambler cannot continue to play if his fortune falls below m pounds. Let pm(s) denote the probability that the gambler will never run out of money in this lottery given his initial fortune s and the cost per game m.
For example p2(2) ≈ 0.2522, p2(5) ≈ 0.6873 and p6(10 000) ≈ 0.9952 (note: pm(s) = 0 for s < m).
Find p15(109) and give your answer rounded to 7 decimal places behind the decimal point in the form 0.abcdefg.","<p>A gambler decides to participate in a special lottery. In this lottery the gambler plays a series of one or more games.<br>Each game costs <var>m</var> pounds to play and starts with an initial pot of 1 pound. The gambler flips an unbiased coin. Every time a head appears, the pot is doubled and the gambler continues. When a tail appears, the game ends and the gambler collects the current value of the pot. The gambler is certain to win at least 1 pound, the starting value of the pot, at the cost of <var>m</var> pounds, the initial fee.</p><p>The gambler cannot continue to play if his fortune falls below <var>m</var> pounds.Let <var>p<sub>m</sub></var>(<var>s</var>) denote the probability that the gambler will never run out of money in this lottery given his initial fortune <var>s</var> and the cost per game <var>m</var>.<br>For example <var>p</var><sub>2</sub>(2)&nbsp;≈&nbsp;0.2522, <var>p</var><sub>2</sub>(5)&nbsp;≈&nbsp;0.6873 and <var>p</var><sub>6</sub>(10&nbsp;000)&nbsp;≈&nbsp;0.9952 (note: <var>p<sub>m</sub></var>(<var>s</var>)&nbsp;=&nbsp;0 for <var>s</var>&nbsp;&lt;&nbsp;<var>m</var>).</p><p>Find <var>p</var><sub>15</sub>(10<sup>9</sup>) and give your answer rounded to 7 decimal places behind the decimal point in the form 0.abcdefg.</p>",,,,
https://projecteuler.net/problem=500,500,Problem 500!!!,"Saturday, 31st January 2015, 01:00 pm",2626,15,"The number of divisors of 120 is 16.
In fact 120 is the smallest number having 16 divisors.
Find the smallest number with 2500500 divisors.
Give your answer modulo 500500507.",<p>The number of divisors of 120 is 16.<br>In fact 120 is the smallest number having 16 divisors.</p><p>Find the smallest number with 2<sup>500500</sup> divisors.<br>Give your answer modulo 500500507.</p>,,,,
https://projecteuler.net/problem=501,501,Eight Divisors,"Saturday, 31st January 2015, 01:00 pm",919,40,"The eight divisors of 24 are 1, 2, 3, 4, 6, 8, 12 and 24. The ten numbers not exceeding 100 having exactly eight divisors are 24, 30, 40, 42, 54, 56, 66, 70, 78 and 88. Let f(n) be the count of numbers not exceeding n with exactly eight divisors.
You are given f(100) = 10, f(1000) = 180 and f(106) = 224427.
Find f(1012).","<p>The eight divisors of 24 are 1, 2, 3, 4, 6, 8, 12 and 24.The ten numbers not exceeding 100 having exactly eight divisors are 24, 30, 40, 42, 54, 56, 66, 70, 78 and 88.Let <var>f</var>(<var>n</var>) be the count of numbers not exceeding <var>n</var> with exactly eight divisors.<br>You are given <var>f</var>(100)&nbsp;=&nbsp;10, <var>f</var>(1000)&nbsp;=&nbsp;180 and <var>f</var>(10<sup>6</sup>)&nbsp;=&nbsp;224427.<br>Find <var>f</var>(10<sup>12</sup>).</p>",,,,
https://projecteuler.net/problem=502,502,Counting Castles,"Saturday, 7th February 2015, 04:00 pm",193,100,"We define a block to be a rectangle with a height of 1 and an integer-valued length. Let a castle be a configuration of stacked blocks.
Given a game grid that is w units wide and h units tall, a castle is generated according to the following rules:
Blocks can be placed on top of other blocks as long as nothing sticks out past the edges or hangs out over open space.
All blocks are aligned/snapped to the grid.
Any two neighboring blocks on the same row have at least one unit of space between them.
The bottom row is occupied by a block of length w.
The maximum achieved height of the entire castle is exactly h.
The castle is made from an even number of blocks.
The following is a sample castle for w=8 and h=5:
Let F(w,h) represent the number of valid castles, given grid parameters w and h.
For example, F(4,2) = 10, F(13,10) = 3729050610636, F(10,13) = 37959702514, and F(100,100) mod 1 000 000 007 = 841913936.
Find (F(1012,100) + F(10000,10000) + F(100,1012)) mod 1 000 000 007.","<p>We define a <i>block</i> to be a rectangle with a height of 1 and an integer-valued length. Let a <i>castle</i> be a configuration of stacked blocks.</p><p>Given a game grid that is <var>w</var> units wide and <var>h</var> units tall, a castle is generated according to the following rules:</p><ol><li>Blocks can be placed on top of other blocks as long as nothing sticks out past the edges or hangs out over open space.</li><li>All blocks are aligned/snapped to the grid.</li><li>Any two neighboring blocks on the same row have at least one unit of space between them.</li><li>The bottom row is occupied by a block of length <var>w</var>.</li><li>The maximum achieved height of the entire castle is exactly <var>h</var>.</li><li>The castle is made from an even number of blocks.</li></ol><p>The following is a sample castle for <var>w</var>=8 and <var>h</var>=5:</p><p align=""center""><img src=""project/images/p502_castles.png"" alt=""p502_castles.png""></p><p>Let F(<var>w</var>,<var>h</var>) represent the number of valid castles, given grid parameters <var>w</var> and <var>h</var>.</p><p>For example, F(4,2) = 10, F(13,10) = 3729050610636, F(10,13) = 37959702514, and F(100,100) mod 1 000 000 007 = 841913936.</p><p>Find (F(10<sup>12</sup>,100) + F(10000,10000) + F(100,10<sup>12</sup>)) mod 1 000 000 007.</p>",p502_castles.png,https://projecteuler.net/project/images/p502_castles.png,,
https://projecteuler.net/problem=503,503,Compromise or persist,"Saturday, 14th February 2015, 07:00 pm",238,60,"Alice is playing a game with n cards numbered 1 to n.
A game consists of iterations of the following steps.
(1) Alice picks one of the cards at random.
(2) Alice cannot see the number on it. Instead, Bob, one of her friends, sees the number and tells Alice how many previously-seen numbers are bigger than the number which he is seeing.
(3) Alice can end or continue the game. If she decides to end, the number becomes her score. If she decides to continue, the card is removed from the game and she returns to (1). If there is no card left, she is forced to end the game.
Let F(n) be the Alice's expected score if she takes the optimized strategy to minimize her score.
For example, F(3) = 5/3. At the first iteration, she should continue the game. At the second iteration, she should end the game if Bob says that one previously-seen number is bigger than the number which he is seeing, otherwise she should continue the game.
We can also verify that F(4) = 15/8 and F(10) ≈ 2.5579365079.
Find F(106). Give your answer rounded to 10 decimal places behind the decimal point.","<p>Alice is playing a game with <var>n</var> cards numbered 1 to <var>n</var>.</p><p>A game consists of iterations of the following steps.<br>(1) Alice picks one of the cards at random.<br>(2) Alice cannot see the number on it. Instead, Bob, one of her friends, sees the number and tells Alice how many previously-seen numbers are bigger than the number which he is seeing.<br>(3) Alice can end or continue the game. If she decides to end, the number becomes her score. If she decides to continue, the card is removed from the game and she returns to (1). If there is no card left, she is forced to end the game.<br></p><p>Let F(<var>n</var>) be the Alice's expected score if she takes the optimized strategy to <b>minimize</b> her score.</p><p>For example, F(3) = 5/3. At the first iteration, she should continue the game. At the second iteration, she should end the game if Bob says that one previously-seen number is bigger than the number which he is seeing, otherwise she should continue the game.</p><p>We can also verify that F(4) = 15/8 and F(10) ≈ 2.5579365079.</p><p>Find F(10<sup>6</sup>). Give your answer rounded to 10 decimal places behind the decimal point.</p>",,,,
https://projecteuler.net/problem=504,504,Square on the Inside,"Saturday, 21st February 2015, 10:00 pm",2059,15,"Let ABCD be a quadrilateral whose vertices are lattice points lying on the coordinate axes as follows:
A(a, 0), B(0, b), C(−c, 0), D(0, −d), where 1 ≤ a, b, c, d ≤ m and a, b, c, d, m are integers.
It can be shown that for m = 4 there are exactly 256 valid ways to construct ABCD. Of these 256 quadrilaterals, 42 of them strictly contain a square number of lattice points.
How many quadrilaterals ABCD strictly contain a square number of lattice points for m = 100?","<p>Let <var>ABCD</var> be a quadrilateral whose vertices are lattice points lying on the coordinate axes as follows:</p><p><var>A</var>(<var>a</var>, 0), <var>B</var>(0, <var>b</var>), <var>C</var>(<var>−c</var>, 0), <var>D</var>(0, <var>−d</var>), where 1 ≤ <var>a</var>, <var>b</var>, <var>c</var>, <var>d</var> ≤ <var>m</var> and <var>a</var>, <var>b</var>, <var>c</var>, <var>d</var>, <var>m</var> are integers.</p><p>It can be shown that for <var>m</var> = 4 there are exactly 256 valid ways to construct <var>ABCD</var>. Of these 256 quadrilaterals, 42 of them <u>strictly</u> contain a square number of lattice points.</p><p>How many quadrilaterals <var>ABCD</var> strictly contain a square number of lattice points for <var>m</var> = 100?</p>",,,,
https://projecteuler.net/problem=505,505,Bidirectional Recurrence,"Sunday, 1st March 2015, 01:00 am",151,90,"Let:

x(0)x(1)x(2k)x(2k+1)yn(k)A(n)=0=1=(3x(k)+2x(⌊k2⌋)) mod 260 for k≥1, where ⌊ ⌋ is the floor function=(2x(k)+3x(⌊k2⌋)) mod 260 for k≥1={x(k)260−1−max(yn(2k),yn(2k+1))if k≥nif k<n=yn(1)
You are given:

x(2)x(3)x(4)y4(4)y4(3)y4(2)y4(1)A(10)A(103)=3=2=11=11=260−9=260−12=A(4)=8=260−34=101881 Find A(1012).",,,,,
https://projecteuler.net/problem=506,506,Clock sequence,"Sunday, 8th March 2015, 04:00 am",638,30,"Consider the infinite repeating sequence of digits:
1234321234321234321...
Amazingly, you can break this sequence of digits into a sequence of integers such that the sum of the digits in the n'th value is n.
The sequence goes as follows:
1, 2, 3, 4, 32, 123, 43, 2123, 432, 1234, 32123, ...
Let vn be the n'th value in this sequence. For example, v2 = 2, v5 = 32 and v11 = 32123.
Let S(n) be v1 + v2 + ... + vn. For example, S(11) = 36120, and S(1000) mod 123454321 = 18232686.
Find S(1014) mod 123454321.","<p>Consider the infinite repeating sequence of digits:<br>1234321234321234321...</p><p>Amazingly, you can break this sequence of digits into a sequence of integers such that the sum of the digits in the <var>n</var>'th value is <var>n</var>.</p><p>The sequence goes as follows:<br>1, 2, 3, 4, 32, 123, 43, 2123, 432, 1234, 32123, ...</p><p>Let <var>v<sub>n</sub></var> be the <var>n</var>'th value in this sequence. For example, <var>v</var><sub>2</sub>&nbsp;=&nbsp;2, <var>v</var><sub>5</sub>&nbsp;=&nbsp;32 and <var>v</var><sub>11</sub>&nbsp;=&nbsp;32123.</p><p>Let <var>S</var>(<var>n</var>) be <var>v</var><sub>1</sub>&nbsp;+&nbsp;<var>v</var><sub>2</sub>&nbsp;+&nbsp;...&nbsp;+&nbsp;<var>v<sub>n</sub></var>. For example, <var>S</var>(11)&nbsp;=&nbsp;36120, and <var>S</var>(1000)&nbsp;mod&nbsp;123454321&nbsp;=&nbsp;18232686.</p><p>Find <var>S</var>(10<sup>14</sup>)&nbsp;mod&nbsp;123454321.</p>",,,,
https://projecteuler.net/problem=507,507,Shortest Lattice Vector,"Sunday, 15th March 2015, 07:00 am",144,90,"Let tn be the tribonacci numbers defined as:
t0=t1=0;
t2=1;
tn=tn−1+tn−2+tn−3 for n≥3
and let rn=tn mod 107.
For each pair of Vectors Vn=(v1,v2,v3) and Wn=(w1,w2,w3) with v1=r12n−11−r12n−10,v2=r12n−9+r12n−8,v3=r12n−7⋅r12n−6 and
w1=r12n−5−r12n−4,w2=r12n−3+r12n−2,w3=r12n−1⋅r12n
we define S(n) as the minimal value of the manhattan length of the vector D=k⋅Vn+l⋅Wn measured as |k⋅v1+l⋅w1|+|k⋅v2+l⋅w2|+|k⋅v3+l⋅w3| for any integers k and l with (k,l)≠(0,0).
The first vector pair is (-1, 3, 28), (-11, 125, 40826).
You are given that S(1)=32 and ∑
10
n=1
S(n)=130762273722.
Find ∑
20000000
n=1
S(n).",,,,,
https://projecteuler.net/problem=508,508,Integers in base i-1,"Sunday, 22nd March 2015, 10:00 am",159,85,"Consider the Gaussian integer i-1. A base i-1 representation of a Gaussian integer a+bi is a finite sequence of digits dn-1dn-2...d1d0 such that:
a+bi = dn-1(i-1)n-1 + dn-2(i-1)n-2 + ... + d1(i-1) + d0
Each dk is in {0,1}
There are no leading zeroes, i.e. dn-1 ≠ 0, unless a+bi is itself 0
Here are base i-1 representations of a few Gaussian integers:
11+24i → 111010110001101
24-11i → 110010110011
8+0i → 111000000
-5+0i → 11001101
0+0i → 0
Remarkably, every Gaussian integer has a unique base i-1 representation!
Define f(a+bi) as the number of 1s in the unique base i-1 representation of a+bi. For example, f(11+24i) = 9 and f(24-11i) = 7.
Define B(L) as the sum of f(a+bi) for all integers a, b such that |a| ≤ L and |b| ≤ L. For example, B(500) = 10795060.
Find B(1015) mod 1 000 000 007.","<p>Consider the Gaussian integer i-1. A <b>base i-1 representation</b> of a Gaussian integer <var>a</var>+<var>b</var>i is a finite sequence of digits <var>d</var><sub><var>n</var>-1</sub><var>d</var><sub><var>n</var>-2</sub>...<var>d</var><sub>1</sub><var>d</var><sub>0</sub> such that:</p><ul><li><var>a</var>+<var>b</var>i = <var>d</var><sub><var>n</var>-1</sub>(i-1)<sup><var>n</var>-1</sup> + <var>d</var><sub><var>n</var>-2</sub>(i-1)<sup><var>n</var>-2</sup> + ... + <var>d</var><sub>1</sub>(i-1) + <var>d</var><sub>0</sub></li><li>Each <var>d</var><sub><var>k</var></sub> is in {0,1}</li><li>There are no leading zeroes, i.e. <var>d</var><sub>n-1</sub> ≠ 0, unless <var>a</var>+<var>b</var>i is itself 0</li></ul><p>Here are base i-1 representations of a few Gaussian integers:<br><br>11+24i → 111010110001101<br>24-11i → 110010110011<br>8+0i → 111000000<br>-5+0i → 11001101<br>0+0i → 0</p>Remarkably, every Gaussian integer has a unique base i-1 representation!<br><br>Define <var>f</var>(<var>a</var>+<var>b</var>i) as the number of 1s in the unique base i-1 representation of <var>a</var>+<var>b</var>i. For example, <var>f</var>(11+24i) = 9 and <var>f</var>(24-11i) = 7.<br><br>Define <var>B</var>(<var>L</var>) as the sum of <var>f</var>(<var>a</var>+<var>b</var>i) for all integers <var>a</var>, <var>b</var> such that |<var>a</var>| ≤ <var>L</var> and |<var>b</var>| ≤ <var>L</var>. For example, <var>B</var>(500) = 10795060.<br><br>Find <var>B</var>(10<sup>15</sup>) mod 1 000 000 007.",,,,
https://projecteuler.net/problem=509,509,Divisor Nim,"Saturday, 28th March 2015, 01:00 pm",394,40,"Anton and Bertrand love to play three pile Nim.
However, after a lot of games of Nim they got bored and changed the rules somewhat.
They may only take a number of stones from a pile that is a proper divisor of the number of stones present in the pile.
E.g. if a pile at a certain moment contains 24 stones they may take only 1,2,3,4,6,8 or 12 stones from that pile.
So if a pile contains one stone they can't take the last stone from it as 1 isn't a proper divisor of 1.
The first player that can't make a valid move loses the game.
Of course both Anton and Bertrand play optimally.
The triple (a,b,c) indicates the number of stones in the three piles.
Let S(n) be the number of winning positions for the next player for 1 ≤ a, b, c ≤ n.
S(10) = 692 and S(100) = 735494.
Find S(123456787654321) modulo 1234567890.","<p>Anton and Bertrand love to play three pile Nim.<br>However, after a lot of games of Nim they got bored and changed the rules somewhat.<br>They may only take a number of stones from a pile that is a <dfn title=""a proper divisor of n is a divisor of n smaller than n"">proper divisor</dfn> of the number of stones present in the pile.<br> E.g. if a pile at a certain moment contains 24 stones they may take only 1,2,3,4,6,8 or 12 stones from that pile.<br>So if a pile contains one stone they can't take the last stone from it as 1 isn't a proper divisor of 1.<br>The first player that can't make a valid move loses the game.<br>Of course both Anton and Bertrand play optimally.</p><p>The triple (<var>a</var>,<var>b</var>,<var>c</var>) indicates the number of stones in the three piles.<br>Let <var>S</var>(<var>n</var>) be the number of winning positions for the next player for 1 ≤ <var>a</var>, <var>b</var>, <var>c</var> ≤ <var>n</var>.<br><var>S</var>(10) = 692 and <var>S</var>(100) = 735494.</p><p>Find <var>S</var>(123456787654321) modulo 1234567890.</p>",,,,
https://projecteuler.net/problem=510,510,Tangent Circles,"Saturday, 4th April 2015, 04:00 pm",748,30,"Circles A and B are tangent to each other and to line L at three distinct points.
Circle C is inside the space between A, B and L, and tangent to all three.
Let rA, rB and rC be the radii of A, B and C respectively.
Let S(n) = Σ rA + rB + rC, for 0 < rA ≤ rB ≤ n where rA, rB and rC are integers. The only solution for 0 < rA ≤ rB ≤ 5 is rA = 4, rB = 4 and rC = 1, so S(5) = 4 + 4 + 1 = 9. You are also given S(100) = 3072.
Find S(109).","<p>Circles A and B are tangent to each other and to line L at three distinct points.<br>Circle C is inside the space between A, B and L, and tangent to all three.<br>Let <var>r</var><sub>A</sub>, <var>r</var><sub>B</sub> and <var>r</var><sub>C</sub> be the radii of A, B and C respectively.<br></p><div align=""center""><img src=""project/images/p510_tangent_circles.png"" alt=""p510_tangent_circles.png""></div><p>Let <var>S</var>(<var>n</var>)&nbsp;=&nbsp;Σ&nbsp;<var>r</var><sub>A</sub>&nbsp;+&nbsp;<var>r</var><sub>B</sub>&nbsp;+&nbsp;<var>r</var><sub>C</sub>, for 0&nbsp;&lt;&nbsp;<var>r</var><sub>A</sub>&nbsp;≤&nbsp;<var>r</var><sub>B</sub>&nbsp;≤&nbsp;<var>n</var> where <var>r</var><sub>A</sub>, <var>r</var><sub>B</sub> and <var>r</var><sub>C</sub> are integers.The only solution for 0&nbsp;&lt;&nbsp;<var>r</var><sub>A</sub>&nbsp;≤&nbsp;<var>r</var><sub>B</sub>&nbsp;≤&nbsp;5 is <var>r</var><sub>A</sub>&nbsp;=&nbsp;4, <var>r</var><sub>B</sub>&nbsp;=&nbsp;4 and <var>r</var><sub>C</sub>&nbsp;=&nbsp;1, so <var>S</var>(5)&nbsp;=&nbsp;4&nbsp;+&nbsp;4&nbsp;+&nbsp;1&nbsp;=&nbsp;9.You are also given <var>S</var>(100)&nbsp;=&nbsp;3072.</p><p>Find <var>S</var>(10<sup>9</sup>).</p>",p510_tangent_circles.png,https://projecteuler.net/project/images/p510_tangent_circles.png,,
https://projecteuler.net/problem=511,511,Sequences with nice divisibility properties,"Saturday, 11th April 2015, 07:00 pm",297,55,"Let Seq(n,k) be the number of positive-integer sequences {ai}1≤i≤n of length n such that:
n is divisible by ai for 1 ≤ i ≤ n, and
n + a1 + a2 + ... + an is divisible by k.
Examples:
Seq(3,4) = 4, and the 4 sequences are:
{1, 1, 3}
{1, 3, 1}
{3, 1, 1}
{3, 3, 3}
Seq(4,11) = 8, and the 8 sequences are:
{1, 1, 1, 4}
{1, 1, 4, 1}
{1, 4, 1, 1}
{4, 1, 1, 1}
{2, 2, 2, 1}
{2, 2, 1, 2}
{2, 1, 2, 2}
{1, 2, 2, 2}
The last nine digits of Seq(1111,24) are 840643584.
Find the last nine digits of Seq(1234567898765,4321).","<p>Let <var>Seq</var>(<var>n</var>,<var>k</var>) be the number of positive-integer sequences {<var>a<sub>i</sub></var>}<sub>1≤i≤<var>n</var></sub> of length <var>n</var> such that:</p><ul style=""list-style-type:disc;""><li><var>n</var> is divisible by <var>a<sub>i</sub></var> for 1&nbsp;≤&nbsp;<var>i</var>&nbsp;≤&nbsp;<var>n</var>, and</li>  <li><var>n</var> + <var>a</var><sub>1</sub> + <var>a</var><sub>2</sub> + ... + <var>a<sub>n</sub></var> is divisible by <var>k</var>.</li></ul><p>Examples:</p><p><var>Seq</var>(3,4) = 4, and the 4 sequences are:<br>{1, 1, 3}<br>{1, 3, 1}<br>{3, 1, 1}<br>{3, 3, 3}</p><p><var>Seq</var>(4,11) = 8, and the 8 sequences are:<br>{1, 1, 1, 4}<br>{1, 1, 4, 1}<br>{1, 4, 1, 1}<br>{4, 1, 1, 1}<br>{2, 2, 2, 1}<br>{2, 2, 1, 2}<br>{2, 1, 2, 2}<br>{1, 2, 2, 2}</p><p>The last nine digits of <var>Seq</var>(1111,24) are 840643584.</p><p>Find the last nine digits of <var>Seq</var>(1234567898765,4321).</p>",,,,
