problems_url,problems_number,problems_title,problems_info_publish,problems_info_solved,problems_info_difficulty,problems_content_text,problems_content_html,problems_content_images_name,problems_content_images_url,problems_content_files_name,problems_content_files_url
https://projecteuler.net/problem=210,210,Obtuse Angled Triangles,"Friday, 26th September 2008, 10:00 pm",1358,70,"Consider the set S(r) of points (x,y) with integer coordinates satisfying |x| + |y| ≤ r.
Let O be the point (0,0) and C the point (r/4,r/4).
Let N(r) be the number of points B in S(r), so that the triangle OBC has an obtuse angle, i.e. the largest angle α satisfies 90°<α<180°.
So, for example, N(4)=24 and N(8)=100.
What is N(1,000,000,000)?","Consider the set S(r) of points (x,y) with integer coordinates satisfying |x| + |y| ≤ r. <br>Let O be the point (0,0) and C the point (r/4,r/4). <br>Let N(r) be the number of points B in S(r), so that the triangle OBC has an obtuse angle, i.e. the largest angle α satisfies 90°&lt;α&lt;180°.<br>So, for example, N(4)=24 and N(8)=100.<p>What is N(1,000,000,000)?</p>",,,,
https://projecteuler.net/problem=211,211,Divisor Square Sum,"Saturday, 4th October 2008, 02:00 am",3352,50,"For a positive integer n, let σ2(n) be the sum of the squares of its divisors. For example,
σ2(10) = 1 + 4 + 25 + 100 = 130.
Find the sum of all n, 0 < n < 64,000,000 such that σ2(n) is a perfect square.","<p>For a positive integer <var>n</var>, let σ<sub>2</sub>(<var>n</var>) be the sum of the squares of its divisors. For example,</p><div style=""text-align:center;"">σ<sub>2</sub>(10) = 1 + 4 + 25 + 100 = 130.</div><p>Find the sum of all <var>n</var>, 0 &lt; <var>n</var> &lt; 64,000,000 such that σ<sub>2</sub>(<var>n</var>) is a perfect square.</p>",,,,
https://projecteuler.net/problem=212,212,Combined Volume of Cuboids,"Saturday, 11th October 2008, 06:00 am",1083,70,"An axis-aligned cuboid, specified by parameters { (x0,y0,z0), (dx,dy,dz) }, consists of all points (X,Y,Z) such that x0 ≤ X ≤ x0+dx, y0 ≤ Y ≤ y0+dy and z0 ≤ Z ≤ z0+dz. The volume of the cuboid is the product, dx × dy × dz. The combined volume of a collection of cuboids is the volume of their union and will be less than the sum of the individual volumes if any cuboids overlap.
Let C1,...,C50000 be a collection of 50000 axis-aligned cuboids such that Cn has parameters
x0 = S6n-5 modulo 10000
y0 = S6n-4 modulo 10000
z0 = S6n-3 modulo 10000
dx = 1 + (S6n-2 modulo 399)
dy = 1 + (S6n-1 modulo 399)
dz = 1 + (S6n modulo 399)
where S1,...,S300000 come from the ""Lagged Fibonacci Generator"":
For 1 ≤ k ≤ 55, Sk = [100003 - 200003k + 300007k3] (modulo 1000000)
For 56 ≤ k, Sk = [Sk-24 + Sk-55] (modulo 1000000)
Thus, C1 has parameters {(7,53,183),(94,369,56)}, C2 has parameters {(2383,3563,5079),(42,212,344)}, and so on.
The combined volume of the first 100 cuboids, C1,...,C100, is 723581599.
What is the combined volume of all 50000 cuboids, C1,...,C50000 ?","<p>An <span style=""font-style:italic;"">axis-aligned cuboid</span>, specified by parameters { (x<sub>0</sub>,y<sub>0</sub>,z<sub>0</sub>), (dx,dy,dz) }, consists of all points (X,Y,Z) such that x<sub>0</sub> ≤ X ≤ x<sub>0</sub>+dx, y<sub>0</sub> ≤ Y ≤ y<sub>0</sub>+dy and z<sub>0</sub> ≤ Z ≤ z<sub>0</sub>+dz.  The volume of the cuboid is the product, dx × dy × dz.  The <span style=""font-style:italic;"">combined volume</span> of a collection of cuboids is the volume of their union and will be less than the sum of the individual volumes if any cuboids overlap.</p><p>Let C<sub>1</sub>,...,C<sub>50000</sub> be a collection of 50000 axis-aligned cuboids such that C<sub><var>n</var></sub> has parameters</p><p style=""margin-left:40px;"">x<sub>0</sub> = S<sub>6<var>n</var>-5</sub> modulo 10000<br>y<sub>0</sub> = S<sub>6<var>n</var>-4</sub> modulo 10000<br>z<sub>0</sub> = S<sub>6<var>n</var>-3</sub> modulo 10000<br>dx = 1 + (S<sub>6<var>n</var>-2</sub> modulo 399)<br>dy = 1 + (S<sub>6<var>n</var>-1</sub> modulo 399)<br>dz = 1 + (S<sub>6<var>n</var></sub> modulo 399)</p><p>where S<sub>1</sub>,...,S<sub>300000</sub> come from the ""Lagged Fibonacci Generator"":</p><p style=""margin-left:40px;"">For 1 ≤ <var>k</var> ≤ 55, S<sub><var>k</var></sub> = [100003 - 200003<var>k</var> + 300007<var>k</var><sup>3</sup>] &nbsp; (modulo 1000000)<br>For 56 ≤ <var>k</var>, S<sub><var>k</var></sub> = [S<sub><var>k</var>-24</sub> + S<sub><var>k</var>-55</sub>] &nbsp; (modulo 1000000)</p><p>Thus, C<sub>1</sub> has parameters {(7,53,183),(94,369,56)}, C<sub>2</sub> has parameters {(2383,3563,5079),(42,212,344)}, and so on.</p><p>The combined volume of the first 100 cuboids, C<sub>1</sub>,...,C<sub>100</sub>, is 723581599.</p><p>What is the combined volume of all 50000 cuboids, C<sub>1</sub>,...,C<sub>50000</sub> ?</p>",,,,
https://projecteuler.net/problem=213,213,Flea Circus,"Saturday, 18th October 2008, 10:00 am",1854,60,"A 30×30 grid of squares contains 900 fleas, initially one flea per square.
When a bell is rung, each flea jumps to an adjacent square at random (usually 4 possibilities, except for fleas on the edge of the grid or at the corners).
What is the expected number of unoccupied squares after 50 rings of the bell? Give your answer rounded to six decimal places.","<p>A 30×30 grid of squares contains 900 fleas, initially one flea per square.<br>When a bell is rung, each flea jumps to an adjacent square at random (usually 4 possibilities, except for fleas on the edge of the grid or at the corners).</p><p>What is the expected number of unoccupied squares after 50 rings of the bell? Give your answer rounded to six decimal places.</p>",,,,
https://projecteuler.net/problem=214,214,Totient Chains,"Saturday, 25th October 2008, 02:00 pm",4281,40,"Let φ be Euler's totient function, i.e. for a natural number n, φ(n) is the number of k, 1 ≤ k ≤ n, for which gcd(k,n) = 1.
By iterating φ, each positive integer generates a decreasing chain of numbers ending in 1.
E.g. if we start with 5 the sequence 5,4,2,1 is generated.
Here is a listing of all chains with length 4:
5,4,2,1
7,6,2,1
8,4,2,1
9,6,2,1
10,4,2,1
12,4,2,1
14,6,2,1
18,6,2,1
Only two of these chains start with a prime, their sum is 12.
What is the sum of all primes less than 40000000 which generate a chain of length 25?","<p>Let φ be Euler's totient function, i.e. for a natural number <var>n</var>,φ(<var>n</var>) is the number of <var>k</var>, 1 ≤ <var>k</var> ≤ <var>n</var>, for which gcd(<var>k</var>,<var>n</var>) = 1.</p><p>By iterating φ, each positive integer generates a decreasing chain of numbers ending in 1.<br>E.g. if we start with 5 the sequence 5,4,2,1 is generated.<br>Here is a listing of all chains with length 4:</p><div style=""text-align:right;margin-right:350px;"">5,4,2,1<br>7,6,2,1<br>8,4,2,1<br>9,6,2,1<br>10,4,2,1<br>12,4,2,1<br>14,6,2,1<br>18,6,2,1</div><p>Only two of these chains start with a prime, their sum is 12.</p><p>What is the sum of all primes less than 40000000 which generate a chain of length 25?</p>",,,,
https://projecteuler.net/problem=215,215,Crack-free Walls,"Friday, 31st October 2008, 01:00 pm",3016,50,"Consider the problem of building a wall out of 2×1 and 3×1 bricks (horizontal×vertical dimensions) such that, for extra strength, the gaps between horizontally-adjacent bricks never line up in consecutive layers, i.e. never form a ""running crack"".
For example, the following 9×3 wall is not acceptable due to the running crack shown in red:
There are eight ways of forming a crack-free 9×3 wall, written W(9,3) = 8.
Calculate W(32,10).","<p>Consider the problem of building a wall out of 2×1 and 3×1 bricks (horizontal×vertical dimensions) such that, for extra strength, the gaps between horizontally-adjacent bricks never line up in consecutive layers, i.e. never form a ""running crack"".</p><p>For example, the following 9×3 wall is not acceptable due to the running crack shown in red:</p><div style=""text-align:center;""><img src=""project/images/p215_crackfree.gif"" alt=""""></div><p>There are eight ways of forming a crack-free 9×3 wall, written W(9,3) = 8.</p><p>Calculate W(32,10).</p>",p215_crackfree.gif,https://projecteuler.net/project/images/p215_crackfree.gif,,
https://projecteuler.net/problem=216,216,Investigating the primality of numbers of the form 2n2-1,"Friday, 7th November 2008, 05:00 pm",3268,45,"Consider numbers t(n) of the form t(n) = 2n2-1 with n > 1.
The first such numbers are 7, 17, 31, 49, 71, 97, 127 and 161.
It turns out that only 49 = 7*7 and 161 = 7*23 are not prime.
For n ≤ 10000 there are 2202 numbers t(n) that are prime.
How many numbers t(n) are prime for n ≤ 50,000,000 ?","<p>Consider numbers <var>t</var>(<var>n</var>) of the form <var>t</var>(<var>n</var>) = 2<var>n</var><sup>2</sup>-1 with <var>n</var> &gt; 1.<br>The first such numbers are 7, 17, 31, 49, 71, 97, 127 and 161.<br>It turns out that only 49 = 7*7 and 161 = 7*23 are not prime.<br>For <var>n</var> ≤ 10000 there are 2202 numbers <var>t</var>(<var>n</var>)  that are prime.</p><p>How many numbers <var>t</var>(<var>n</var>) are prime for <var>n</var> ≤ 50,000,000 ?</p>",,,,
https://projecteuler.net/problem=217,217,Balanced Numbers,"Friday, 14th November 2008, 09:00 pm",1172,70,"A positive integer with k (decimal) digits is called balanced if its first ⌈k/2⌉ digits sum to the same value as its last ⌈k/2⌉ digits, where ⌈x⌉, pronounced ceiling of x, is the smallest integer ≥ x, thus ⌈π⌉ = 4 and ⌈5⌉ = 5.
So, for example, all palindromes are balanced, as is 13722.
Let T(n) be the sum of all balanced numbers less than 10n.
Thus: T(1) = 45, T(2) = 540 and T(5) = 334795890.
Find T(47) mod 315","<p>A positive integer with <var>k</var> (decimal) digits is called balanced if its first ⌈<sup><var>k</var></sup>/<sub>2</sub>⌉ digits sum to the same value as its last ⌈<sup><var>k</var></sup>/<sub>2</sub>⌉ digits, where ⌈<var>x</var>⌉, pronounced <span style=""font-style:italic;"">ceiling</span> of <var>x</var>, is the smallest integer ≥ <var>x</var>, thus ⌈π⌉ = 4 and ⌈5⌉ = 5.</p><p>So, for example, all palindromes are balanced, as is 13722.</p><p>Let T(<var>n</var>) be the sum of all balanced numbers less than 10<sup><var>n</var></sup>. <br>Thus: T(1) = 45, T(2) = 540 and T(5) = 334795890. </p><p>Find T(47) mod 3<sup>15</sup></p>",,,,
https://projecteuler.net/problem=218,218,Perfect right-angled triangles,"Saturday, 22nd November 2008, 01:00 am",2453,55,"Consider the right angled triangle with sides a=7, b=24 and c=25. The area of this triangle is 84, which is divisible by the perfect numbers 6 and 28.
Moreover it is a primitive right angled triangle as gcd(a,b)=1 and gcd(b,c)=1.
Also c is a perfect square.
We will call a right angled triangle perfect if
-it is a primitive right angled triangle
-its hypotenuse is a perfect square
We will call a right angled triangle super-perfect if
-it is a perfect right angled triangle and
-its area is a multiple of the perfect numbers 6 and 28.
How many perfect right-angled triangles with c≤1016 exist that are not super-perfect?","<p>Consider the right angled triangle with sides a=7, b=24 and c=25.The area of this triangle is 84, which is divisible by the perfect numbers 6 and 28.<br>Moreover it is a primitive right angled triangle as gcd(a,b)=1 and gcd(b,c)=1.<br>Also c is a perfect square.</p><p>We will call a right angled triangle perfect if<br>-it is a primitive right angled triangle<br>-its hypotenuse is a perfect square</p><p>We will call a right angled triangle super-perfect if<br>-it is a perfect right angled triangle and<br>-its area is a multiple of the perfect numbers 6 and 28.</p><p>How many perfect right-angled triangles with c≤10<sup>16</sup> exist that are not super-perfect?</p>",,,,
https://projecteuler.net/problem=219,219,Skew-cost coding,"Saturday, 29th November 2008, 05:00 am",1196,70,"Let A and B be bit strings (sequences of 0's and 1's).
If A is equal to the leftmost length(A) bits of B, then A is said to be a prefix of B.
For example, 00110 is a prefix of 001101001, but not of 00111 or 100110.
A prefix-free code of size n is a collection of n distinct bit strings such that no string is a prefix of any other. For example, this is a prefix-free code of size 6:
0000, 0001, 001, 01, 10, 11
Now suppose that it costs one penny to transmit a '0' bit, but four pence to transmit a '1'.
Then the total cost of the prefix-free code shown above is 35 pence, which happens to be the cheapest possible for the skewed pricing scheme in question.
In short, we write Cost(6) = 35.
What is Cost(109) ?","<p>Let <span style=""font-weight:bold;"">A</span> and <span style=""font-weight:bold;"">B</span> be bit strings (sequences of 0's and 1's).<br>If <span style=""font-weight:bold;"">A</span> is equal to the <span style=""text-decoration:underline;"">left</span>most length(<span style=""font-weight:bold;"">A</span>) bits of <span style=""font-weight:bold;"">B</span>, then <span style=""font-weight:bold;"">A</span> is said to be a <span style=""font-style:italic;"">prefix</span> of <span style=""font-weight:bold;"">B</span>.<br>For example, 00110 is a prefix of <span style=""text-decoration:underline;"">00110</span>1001, but not of 00111 or 100110.</p><p>A <span style=""font-style:italic;"">prefix-free code of size</span> <var>n</var> is a collection of <var>n</var> distinct bit strings such that no string is a prefix of any other.  For example, this is a prefix-free code of size 6:</p><p style=""text-align:center;"">0000, 0001, 001, 01, 10, 11</p><p>Now suppose that it costs one penny to transmit a '0' bit, but four pence to transmit a '1'.<br>Then the total cost of the prefix-free code shown above is 35 pence, which happens to be the cheapest possible for the skewed pricing scheme in question.<br>In short, we write Cost(6) = 35.</p><p>What is Cost(10<sup>9</sup>) ?</p>",,,,
